genome_ID	strain_taxid	species_taxid	organism_name	id
GCF_018324325.1_ASM1832432v1	322	47877	Pseudomonas amygdali pv. tabaci	/path/to/GCF_018324325.1_ASM1832432v1_genomic.fna
GCF_002966555.1_ASM296655v1	323.1	251701	Pseudomonas syringae pv. tomato	/path/to/GCF_002966555.1_ASM296655v1_genomic.fna
GCF_949769235.1_DAPP-PG_215_v1	323.2	251701	Pseudomonas syringae pv. tomato	/path/to/GCF_949769235.1_DAPP-PG_215_v1_genomic.fna
GCF_016466415.2_ASM1646641v2	329	329	Ralstonia pickettii	/path/to/GCF_016466415.2_ASM1646641v2_genomic.fna
GCF_012974245.1_ASM1297424v1	337.1	337	Burkholderia glumae	/path/to/GCF_012974245.1_ASM1297424v1_genomic.fna
GCF_013122645.1_ASM1312264v1	337.2	337	Burkholderia glumae	/path/to/GCF_013122645.1_ASM1312264v1_genomic.fna
GCF_013307145.1_ASM1330714v1	337.3	337	Burkholderia glumae	/path/to/GCF_013307145.1_ASM1330714v1_genomic.fna
GCF_024022955.1_ASM2402295v1	337.4	337	Burkholderia glumae	/path/to/GCF_024022955.1_ASM2402295v1_genomic.fna
GCF_024664235.1_ASM2466423v1	337.5	337	Burkholderia glumae	/path/to/GCF_024664235.1_ASM2466423v1_genomic.fna
GCF_024664015.1_ASM2466401v1	337.6	337	Burkholderia glumae	/path/to/GCF_024664015.1_ASM2466401v1_genomic.fna
GCF_024664255.1_ASM2466425v1	337.7	337	Burkholderia glumae	/path/to/GCF_024664255.1_ASM2466425v1_genomic.fna
GCF_024662415.1_ASM2466241v1	337.8	337	Burkholderia glumae	/path/to/GCF_024662415.1_ASM2466241v1_genomic.fna
GCF_024760625.1_ASM2476062v1	337.9	337	Burkholderia glumae	/path/to/GCF_024760625.1_ASM2476062v1_genomic.fna
GCF_030505635.1_ASM3050563v1	337.10	337	Burkholderia glumae	/path/to/GCF_030505635.1_ASM3050563v1_genomic.fna
GCF_030062415.1_ASM3006241v1	339	339	Xanthomonas campestris	/path/to/GCF_030062415.1_ASM3006241v1_genomic.fna
GCF_023206795.1_ASM2320679v1	340.1	339	Xanthomonas campestris pv. campestris	/path/to/GCF_023206795.1_ASM2320679v1_genomic.fna
GCF_024298605.1_ASM2429860v1	340.2	339	Xanthomonas campestris pv. campestris	/path/to/GCF_024298605.1_ASM2429860v1_genomic.fna
GCF_028750615.1_ASM2875061v1	340.3	339	Xanthomonas campestris pv. campestris	/path/to/GCF_028750615.1_ASM2875061v1_genomic.fna
GCF_028750435.1_ASM2875043v1	340.4	339	Xanthomonas campestris pv. campestris	/path/to/GCF_028750435.1_ASM2875043v1_genomic.fna
GCF_028751375.1_ASM2875137v1	340.5	339	Xanthomonas campestris pv. campestris	/path/to/GCF_028751375.1_ASM2875137v1_genomic.fna
GCF_016495605.1_ASM1649560v1	346	346	Xanthomonas citri	/path/to/GCF_016495605.1_ASM1649560v1_genomic.fna
GCF_004319445.1_ASM431944v1	347.1	347	Xanthomonas oryzae	/path/to/GCF_004319445.1_ASM431944v1_genomic.fna
GCF_004319465.1_ASM431946v1	347.2	347	Xanthomonas oryzae	/path/to/GCF_004319465.1_ASM431946v1_genomic.fna
GCF_001276975.2_ASM127697v2	347.3	347	Xanthomonas oryzae	/path/to/GCF_001276975.2_ASM127697v2_genomic.fna
GCF_029026965.1_ASM2902696v1	347.4	347	Xanthomonas oryzae	/path/to/GCF_029026965.1_ASM2902696v1_genomic.fna
GCF_002220155.1_ASM222015v1	353.1	353	Azotobacter chroococcum	/path/to/GCF_002220155.1_ASM222015v1_genomic.fna
GCF_016406165.1_ASM1640616v1	353.2	353	Azotobacter chroococcum	/path/to/GCF_016406165.1_ASM1640616v1_genomic.fna
GCF_030506185.1_ASM3050618v1	354	354	Azotobacter vinelandii	/path/to/GCF_030506185.1_ASM3050618v1_genomic.fna
GCF_003666445.1_ASM366644v1	358.1	358	Agrobacterium tumefaciens	/path/to/GCF_003666445.1_ASM366644v1_genomic.fna
GCF_003667905.1_ASM366790v1	358.2	358	Agrobacterium tumefaciens	/path/to/GCF_003667905.1_ASM366790v1_genomic.fna
GCF_014489975.1_ASM1448997v1	358.3	358	Agrobacterium tumefaciens	/path/to/GCF_014489975.1_ASM1448997v1_genomic.fna
GCF_022760295.1_ASM2276029v1	358.4	358	Agrobacterium tumefaciens	/path/to/GCF_022760295.1_ASM2276029v1_genomic.fna
GCF_025560165.1_ASM2556016v1	358.5	358	Agrobacterium tumefaciens	/path/to/GCF_025560165.1_ASM2556016v1_genomic.fna
GCF_025560545.1_ASM2556054v1	358.6	358	Agrobacterium tumefaciens	/path/to/GCF_025560545.1_ASM2556054v1_genomic.fna
GCF_025560085.1_ASM2556008v1	358.7	358	Agrobacterium tumefaciens	/path/to/GCF_025560085.1_ASM2556008v1_genomic.fna
GCF_025560685.1_ASM2556068v1	358.8	358	Agrobacterium tumefaciens	/path/to/GCF_025560685.1_ASM2556068v1_genomic.fna
GCF_013317615.2_ASM1331761v2	358.9	358	Agrobacterium tumefaciens	/path/to/GCF_013317615.2_ASM1331761v2_genomic.fna
GCF_016864595.1_ASM1686459v1	359.1	359	Agrobacterium rhizogenes	/path/to/GCF_016864595.1_ASM1686459v1_genomic.fna
GCF_017584205.1_ASM1758420v1	359.2	359	Agrobacterium rhizogenes	/path/to/GCF_017584205.1_ASM1758420v1_genomic.fna
GCF_018138105.1_ASM1813810v1	359.3	359	Agrobacterium rhizogenes	/path/to/GCF_018138105.1_ASM1813810v1_genomic.fna
GCF_013427035.1_ASM1342703v1	373.1	373	Agrobacterium vitis	/path/to/GCF_013427035.1_ASM1342703v1_genomic.fna
GCF_021559735.1_ASM2155973v1	373.2	373	Agrobacterium vitis	/path/to/GCF_021559735.1_ASM2155973v1_genomic.fna
GCF_001887695.1_ASM188769v1	375.1	375	Bradyrhizobium japonicum	/path/to/GCF_001887695.1_ASM188769v1_genomic.fna
GCF_013752735.1_ASM1375273v1	375.2	375	Bradyrhizobium japonicum	/path/to/GCF_013752735.1_ASM1375273v1_genomic.fna
GCF_021052365.1_ASM2105236v1	375.3	375	Bradyrhizobium japonicum	/path/to/GCF_021052365.1_ASM2105236v1_genomic.fna
GCF_023278145.1_ASM2327814v1	375.4	375	Bradyrhizobium japonicum	/path/to/GCF_023278145.1_ASM2327814v1_genomic.fna
GCF_900011245.1_BF49.v1	376	376	Bradyrhizobium sp.	/path/to/GCF_900011245.1_BF49.v1_genomic.fna
GCF_024400375.1_ASM2440037v1	380	380	Sinorhizobium fredii	/path/to/GCF_024400375.1_ASM2440037v1_genomic.fna
GCF_013170865.1_ASM1317086v1	381	381	Mesorhizobium loti	/path/to/GCF_013170865.1_ASM1317086v1_genomic.fna
GCF_002197145.1_ASM219714v1	382.1	382	Sinorhizobium meliloti	/path/to/GCF_002197145.1_ASM219714v1_genomic.fna
GCF_002197025.1_ASM219702v1	382.2	382	Sinorhizobium meliloti	/path/to/GCF_002197025.1_ASM219702v1_genomic.fna
GCF_002197465.1_ASM219746v1	382.3	382	Sinorhizobium meliloti	/path/to/GCF_002197465.1_ASM219746v1_genomic.fna
GCF_002197445.1_ASM219744v1	382.4	382	Sinorhizobium meliloti	/path/to/GCF_002197445.1_ASM219744v1_genomic.fna
GCF_016406285.1_ASM1640628v1	382.5	382	Sinorhizobium meliloti	/path/to/GCF_016406285.1_ASM1640628v1_genomic.fna
GCF_015689095.1_ASM1568909v1	382.6	382	Sinorhizobium meliloti	/path/to/GCF_015689095.1_ASM1568909v1_genomic.fna
GCF_021052665.1_ASM2105266v1	382.7	382	Sinorhizobium meliloti	/path/to/GCF_021052665.1_ASM2105266v1_genomic.fna
GCF_002953715.1_ASM295371v1	384.1	384	Rhizobium leguminosarum	/path/to/GCF_002953715.1_ASM295371v1_genomic.fna
GCF_003290405.1_ASM329040v1	384.2	384	Rhizobium leguminosarum	/path/to/GCF_003290405.1_ASM329040v1_genomic.fna
GCF_021391595.1_ASM2139159v1	384.3	384	Rhizobium leguminosarum	/path/to/GCF_021391595.1_ASM2139159v1_genomic.fna
GCF_030053175.1_ASM3005317v1	384.4	384	Rhizobium leguminosarum	/path/to/GCF_030053175.1_ASM3005317v1_genomic.fna
GCF_011604505.1_ASM1160450v1	386.1	384	Rhizobium leguminosarum bv. trifolii	/path/to/GCF_011604505.1_ASM1160450v1_genomic.fna
GCF_011604565.1_ASM1160456v1	386.2	384	Rhizobium leguminosarum bv. trifolii	/path/to/GCF_011604565.1_ASM1160456v1_genomic.fna
GCF_002243365.1_ASM224336v1	387	384	Rhizobium leguminosarum bv. viciae	/path/to/GCF_002243365.1_ASM224336v1_genomic.fna
GCF_001664105.1_ASM166410v1	396.1	396	Rhizobium phaseoli	/path/to/GCF_001664105.1_ASM166410v1_genomic.fna
GCF_001664425.1_ASM166442v1	396.2	396	Rhizobium phaseoli	/path/to/GCF_001664425.1_ASM166442v1_genomic.fna
GCF_001664165.1_ASM166416v1	396.3	396	Rhizobium phaseoli	/path/to/GCF_001664165.1_ASM166416v1_genomic.fna
GCF_001664205.1_ASM166420v1	396.4	396	Rhizobium phaseoli	/path/to/GCF_001664205.1_ASM166420v1_genomic.fna
GCF_001664185.1_ASM166418v1	396.5	396	Rhizobium phaseoli	/path/to/GCF_001664185.1_ASM166418v1_genomic.fna
GCF_001664285.1_ASM166428v1	396.6	396	Rhizobium phaseoli	/path/to/GCF_001664285.1_ASM166428v1_genomic.fna
GCF_012241395.2_ASM1224139v2	396.7	396	Rhizobium phaseoli	/path/to/GCF_012241395.2_ASM1224139v2_genomic.fna
GCF_025200735.1_ASM2520073v1	398	398	Rhizobium tropici	/path/to/GCF_025200735.1_ASM2520073v1_genomic.fna
GCF_001971665.1_ASM197166v1	408.1	408	Methylorubrum extorquens	/path/to/GCF_001971665.1_ASM197166v1_genomic.fna
GCF_900234795.1_TK0001_PRJEB23178_v1	408.2	408	Methylorubrum extorquens	/path/to/GCF_900234795.1_TK0001_PRJEB23178_v1_genomic.fna
GCF_026122615.1_ASM2612261v1	408.3	408	Methylorubrum extorquens	/path/to/GCF_026122615.1_ASM2612261v1_genomic.fna
GCF_026122595.1_ASM2612259v1	408.4	408	Methylorubrum extorquens	/path/to/GCF_026122595.1_ASM2612259v1_genomic.fna
GCF_030062705.1_ASM3006270v1	408.5	408	Methylorubrum extorquens	/path/to/GCF_030062705.1_ASM3006270v1_genomic.fna
GCF_030255395.1_ASM3025539v1	408.6	408	Methylorubrum extorquens	/path/to/GCF_030255395.1_ASM3025539v1_genomic.fna
GCF_022533465.1_ASM2253346v1	410	410	Methylobacterium organophilum	/path/to/GCF_022533465.1_ASM2253346v1_genomic.fna
GCF_019285555.1_ASM1928555v1	414.1	414	Methylococcus capsulatus	/path/to/GCF_019285555.1_ASM1928555v1_genomic.fna
GCF_019285575.1_ASM1928557v1	414.2	414	Methylococcus capsulatus	/path/to/GCF_019285575.1_ASM1928557v1_genomic.fna
GCF_019285535.1_ASM1928553v1	414.3	414	Methylococcus capsulatus	/path/to/GCF_019285535.1_ASM1928553v1_genomic.fna
GCF_023370095.1_ASM2337009v1	414.4	414	Methylococcus capsulatus	/path/to/GCF_023370095.1_ASM2337009v1_genomic.fna
GCF_949769275.1_strumpshaw01	414.5	414	Methylococcus capsulatus	/path/to/GCF_949769275.1_strumpshaw01_genomic.fna
GCF_014218315.1_ASM1421831v1	435	435	Acetobacter aceti	/path/to/GCF_014218315.1_ASM1421831v1_genomic.fna
GCF_014843995.1_ASM1484399v1	436.1	436	Novacetimonas hansenii	/path/to/GCF_014843995.1_ASM1484399v1_genomic.fna
GCF_029229485.1_ASM2922948v1	436.2	436	Novacetimonas hansenii	/path/to/GCF_029229485.1_ASM2922948v1_genomic.fna
GCF_009914215.1_ASM991421v1	438	438	Acetobacter pasteurianus	/path/to/GCF_009914215.1_ASM991421v1_genomic.fna
GCF_030450005.1_ASM3045000v1	442	442	Gluconobacter oxydans	/path/to/GCF_030450005.1_ASM3045000v1_genomic.fna
GCF_001677115.2_ASM167711v2	446.1	446	Legionella pneumophila	/path/to/GCF_001677115.2_ASM167711v2_genomic.fna
GCF_001752845.1_ASM175284v1	446.2	446	Legionella pneumophila	/path/to/GCF_001752845.1_ASM175284v1_genomic.fna
GCF_900635115.1_34410_A02	446.3	446	Legionella pneumophila	/path/to/GCF_900635115.1_34410_A02_genomic.fna
GCF_900635825.1_34347_F01	446.4	446	Legionella pneumophila	/path/to/GCF_900635825.1_34347_F01_genomic.fna
GCF_026689395.1_ASM2668939v1	446.5	446	Legionella pneumophila	/path/to/GCF_026689395.1_ASM2668939v1_genomic.fna
GCF_026689435.1_ASM2668943v1	446.6	446	Legionella pneumophila	/path/to/GCF_026689435.1_ASM2668943v1_genomic.fna
GCF_030168615.1_ASM3016861v1	446.7	446	Legionella pneumophila	/path/to/GCF_030168615.1_ASM3016861v1_genomic.fna
GCF_000953655.1_LHA	449	449	Legionella hackeliae	/path/to/GCF_000953655.1_LHA_genomic.fna
GCF_002113845.3_ASM211384v3	450.1	450	Legionella longbeachae	/path/to/GCF_002113845.3_ASM211384v3_genomic.fna
GCF_008807315.1_ASM880731v1	450.2	450	Legionella longbeachae	/path/to/GCF_008807315.1_ASM880731v1_genomic.fna
GCF_019930685.1_ASM1993068v1	450.3	450	Legionella longbeachae	/path/to/GCF_019930685.1_ASM1993068v1_genomic.fna
GCF_000953635.1_LMI	451.1	451	Legionella micdadei	/path/to/GCF_000953635.1_LMI_genomic.fna
GCF_002085735.1_ASM208573v1	451.2	451	Legionella micdadei	/path/to/GCF_002085735.1_ASM208573v1_genomic.fna
GCF_900186965.1_50592_C01	452.1	452	Legionella spiritensis	/path/to/GCF_900186965.1_50592_C01_genomic.fna
GCF_900637495.1_51342_D02	452.2	452	Legionella spiritensis	/path/to/GCF_900637495.1_51342_D02_genomic.fna
GCF_004564155.1_ASM456415v1	454.1	454	Legionella israelensis	/path/to/GCF_004564155.1_ASM456415v1_genomic.fna
GCF_004571175.1_ASM457117v1	454.2	454	Legionella israelensis	/path/to/GCF_004571175.1_ASM457117v1_genomic.fna
GCF_007361795.1_ASM736179v1	454.3	454	Legionella israelensis	/path/to/GCF_007361795.1_ASM736179v1_genomic.fna
GCF_900637635.1_52313_A01	456	456	Legionella jordanis	/path/to/GCF_900637635.1_52313_A01_genomic.fna
GCF_003431865.1_ASM343186v1	470.1	470	Acinetobacter baumannii	/path/to/GCF_003431865.1_ASM343186v1_genomic.fna
GCF_006385075.1_ASM638507v1	470.2	470	Acinetobacter baumannii	/path/to/GCF_006385075.1_ASM638507v1_genomic.fna
GCF_009455505.1_ASM945550v1	470.3	470	Acinetobacter baumannii	/path/to/GCF_009455505.1_ASM945550v1_genomic.fna
GCF_012272755.1_ASM1227275v1	470.4	470	Acinetobacter baumannii	/path/to/GCF_012272755.1_ASM1227275v1_genomic.fna
GCF_012934905.1_ASM1293490v1	470.5	470	Acinetobacter baumannii	/path/to/GCF_012934905.1_ASM1293490v1_genomic.fna
GCF_016864295.1_ASM1686429v1	470.6	470	Acinetobacter baumannii	/path/to/GCF_016864295.1_ASM1686429v1_genomic.fna
GCF_024139035.1_ASM2413903v1	470.7	470	Acinetobacter baumannii	/path/to/GCF_024139035.1_ASM2413903v1_genomic.fna
GCF_024139095.1_ASM2413909v1	470.8	470	Acinetobacter baumannii	/path/to/GCF_024139095.1_ASM2413909v1_genomic.fna
GCF_024749485.1_ASM2474948v1	470.9	470	Acinetobacter baumannii	/path/to/GCF_024749485.1_ASM2474948v1_genomic.fna
GCF_025916215.1_ASM2591621v1	470.10	470	Acinetobacter baumannii	/path/to/GCF_025916215.1_ASM2591621v1_genomic.fna
GCF_002055515.1_ASM205551v1	471.1	471	Acinetobacter calcoaceticus	/path/to/GCF_002055515.1_ASM205551v1_genomic.fna
GCF_016939475.1_ASM1693947v1	471.2	471	Acinetobacter calcoaceticus	/path/to/GCF_016939475.1_ASM1693947v1_genomic.fna
GCF_021165835.1_ASM2116583v1	471.3	471	Acinetobacter calcoaceticus	/path/to/GCF_021165835.1_ASM2116583v1_genomic.fna
GCF_021165855.1_ASM2116585v1	471.4	471	Acinetobacter calcoaceticus	/path/to/GCF_021165855.1_ASM2116585v1_genomic.fna
GCF_025984465.1_ASM2598446v1	476.1	476	Moraxella bovis	/path/to/GCF_025984465.1_ASM2598446v1_genomic.fna
GCF_025985385.1_ASM2598538v1	476.2	476	Moraxella bovis	/path/to/GCF_025985385.1_ASM2598538v1_genomic.fna
GCF_025985265.1_ASM2598526v1	476.3	476	Moraxella bovis	/path/to/GCF_025985265.1_ASM2598526v1_genomic.fna
GCF_025984485.1_ASM2598448v1	476.4	476	Moraxella bovis	/path/to/GCF_025984485.1_ASM2598448v1_genomic.fna
GCF_025984245.1_ASM2598424v1	476.5	476	Moraxella bovis	/path/to/GCF_025984245.1_ASM2598424v1_genomic.fna
GCF_025985365.1_ASM2598536v1	476.6	476	Moraxella bovis	/path/to/GCF_025985365.1_ASM2598536v1_genomic.fna
GCF_025984585.1_ASM2598458v1	476.7	476	Moraxella bovis	/path/to/GCF_025984585.1_ASM2598458v1_genomic.fna
GCF_025984605.1_ASM2598460v1	476.8	476	Moraxella bovis	/path/to/GCF_025984605.1_ASM2598460v1_genomic.fna
GCF_025985165.1_ASM2598516v1	476.9	476	Moraxella bovis	/path/to/GCF_025985165.1_ASM2598516v1_genomic.fna
GCF_026725495.1_ASM2672549v1	476.10	476	Moraxella bovis	/path/to/GCF_026725495.1_ASM2672549v1_genomic.fna
GCF_016127895.1_ASM1612789v1	478	478	Moraxella nonliquefaciens	/path/to/GCF_016127895.1_ASM1612789v1_genomic.fna
GCF_000766665.1_ASM76666v1	480.1	480	Moraxella catarrhalis	/path/to/GCF_000766665.1_ASM76666v1_genomic.fna
GCF_002080125.1_ASM208012v1	480.2	480	Moraxella catarrhalis	/path/to/GCF_002080125.1_ASM208012v1_genomic.fna
GCF_002073215.2_ASM207321v2	480.3	480	Moraxella catarrhalis	/path/to/GCF_002073215.2_ASM207321v2_genomic.fna
GCF_002984125.1_ASM298412v1	480.4	480	Moraxella catarrhalis	/path/to/GCF_002984125.1_ASM298412v1_genomic.fna
GCF_900476075.1_49595_F01	480.5	480	Moraxella catarrhalis	/path/to/GCF_900476075.1_49595_F01_genomic.fna
GCF_003971305.1_ASM397130v1	480.6	480	Moraxella catarrhalis	/path/to/GCF_003971305.1_ASM397130v1_genomic.fna
GCF_003971285.1_ASM397128v1	480.7	480	Moraxella catarrhalis	/path/to/GCF_003971285.1_ASM397128v1_genomic.fna
GCF_003971325.1_ASM397132v1	480.8	480	Moraxella catarrhalis	/path/to/GCF_003971325.1_ASM397132v1_genomic.fna
GCF_003971365.1_ASM397136v1	480.9	480	Moraxella catarrhalis	/path/to/GCF_003971365.1_ASM397136v1_genomic.fna
GCF_900475315.1_43721_G02	483	483	Neisseria cinerea	/path/to/GCF_900475315.1_43721_G02_genomic.fna
GCF_005221285.1_ASM522128v1	484	484	Neisseria flavescens	/path/to/GCF_005221285.1_ASM522128v1_genomic.fna
GCF_001661135.1_ASM166113v1	485.1	485	Neisseria gonorrhoeae	/path/to/GCF_001661135.1_ASM166113v1_genomic.fna
GCF_002073615.2_ASM207361v2	485.2	485	Neisseria gonorrhoeae	/path/to/GCF_002073615.2_ASM207361v2_genomic.fna
GCF_003855355.1_ASM385535v1	485.3	485	Neisseria gonorrhoeae	/path/to/GCF_003855355.1_ASM385535v1_genomic.fna
GCF_004332535.2_ASM433253v2	485.4	485	Neisseria gonorrhoeae	/path/to/GCF_004332535.2_ASM433253v2_genomic.fna
GCF_016802335.1_ASM1680233v1	485.5	485	Neisseria gonorrhoeae	/path/to/GCF_016802335.1_ASM1680233v1_genomic.fna
GCF_023822665.1_ASM2382266v1	485.6	485	Neisseria gonorrhoeae	/path/to/GCF_023822665.1_ASM2382266v1_genomic.fna
GCF_025642355.1_ASM2564235v1	485.7	485	Neisseria gonorrhoeae	/path/to/GCF_025642355.1_ASM2564235v1_genomic.fna
GCF_025170725.2_ASM2517072v2	485.8	485	Neisseria gonorrhoeae	/path/to/GCF_025170725.2_ASM2517072v2_genomic.fna
GCF_025790965.1_ASM2579096v1	485.9	485	Neisseria gonorrhoeae	/path/to/GCF_025790965.1_ASM2579096v1_genomic.fna
GCF_025169825.2_ASM2516982v2	485.10	485	Neisseria gonorrhoeae	/path/to/GCF_025169825.2_ASM2516982v2_genomic.fna
GCF_002022745.1_ASM202274v1	486.1	486	Neisseria lactamica	/path/to/GCF_002022745.1_ASM202274v1_genomic.fna
GCF_003351565.1_ASM335156v1	486.2	486	Neisseria lactamica	/path/to/GCF_003351565.1_ASM335156v1_genomic.fna
GCF_901482445.1_45076_H02	486.3	486	Neisseria lactamica	/path/to/GCF_901482445.1_45076_H02_genomic.fna
GCF_000800355.1_ASM80035v1	487.1	487	Neisseria meningitidis	/path/to/GCF_000800355.1_ASM80035v1_genomic.fna
GCF_001029815.1_ASM102981v1	487.2	487	Neisseria meningitidis	/path/to/GCF_001029815.1_ASM102981v1_genomic.fna
GCF_001697125.1_ASM169712v1	487.3	487	Neisseria meningitidis	/path/to/GCF_001697125.1_ASM169712v1_genomic.fna
GCF_002073675.2_ASM207367v2	487.4	487	Neisseria meningitidis	/path/to/GCF_002073675.2_ASM207367v2_genomic.fna
GCF_008330805.1_ASM833080v1	487.5	487	Neisseria meningitidis	/path/to/GCF_008330805.1_ASM833080v1_genomic.fna
GCF_002073715.2_ASM207371v2	488	488	Neisseria mucosa	/path/to/GCF_002073715.2_ASM207371v2_genomic.fna
GCF_003355195.1_ASM335519v1	489	489	Neisseria polysaccharea	/path/to/GCF_003355195.1_ASM335519v1_genomic.fna
GCF_014054945.1_ASM1405494v1	490	490	Neisseria sicca	/path/to/GCF_014054945.1_ASM1405494v1_genomic.fna
GCF_900636515.1_42685_A01	492	492	Neisseria animalis	/path/to/GCF_900636515.1_42685_A01_genomic.fna
GCF_900636765.1_44503_A02	493	493	Neisseria canis	/path/to/GCF_900636765.1_44503_A02_genomic.fna
GCF_003351685.1_ASM335168v1	495.1	495	Neisseria elongata	/path/to/GCF_003351685.1_ASM335168v1_genomic.fna
GCF_003351545.1_ASM335154v1	495.2	495	Neisseria elongata	/path/to/GCF_003351545.1_ASM335154v1_genomic.fna
GCF_016127355.1_ASM1612735v1	502	502	Kingella denitrificans	/path/to/GCF_016127355.1_ASM1612735v1_genomic.fna
GCF_900475905.1_49595_E01	504.1	504	Kingella kingae	/path/to/GCF_900475905.1_49595_E01_genomic.fna
GCF_011045755.1_ASM1104575v1	504.2	504	Kingella kingae	/path/to/GCF_011045755.1_ASM1104575v1_genomic.fna
GCF_011612385.1_ASM1161238v1	504.3	504	Kingella kingae	/path/to/GCF_011612385.1_ASM1161238v1_genomic.fna
GCF_011612705.1_ASM1161270v1	504.4	504	Kingella kingae	/path/to/GCF_011612705.1_ASM1161270v1_genomic.fna
GCF_014054985.1_ASM1405498v1	505	505	Kingella oralis	/path/to/GCF_014054985.1_ASM1405498v1_genomic.fna
GCF_000967305.2_ASM96730v2	511.1	511	Alcaligenes faecalis	/path/to/GCF_000967305.2_ASM96730v2_genomic.fna
GCF_001641975.2_ASM164197v2	511.2	511	Alcaligenes faecalis	/path/to/GCF_001641975.2_ASM164197v2_genomic.fna
GCF_002443155.1_ASM244315v1	511.3	511	Alcaligenes faecalis	/path/to/GCF_002443155.1_ASM244315v1_genomic.fna
GCF_010092625.1_ASM1009262v1	511.4	511	Alcaligenes faecalis	/path/to/GCF_010092625.1_ASM1009262v1_genomic.fna
GCF_016446305.1_ASM1644630v1	511.5	511	Alcaligenes faecalis	/path/to/GCF_016446305.1_ASM1644630v1_genomic.fna
GCF_023921285.1_ASM2392128v1	511.6	511	Alcaligenes faecalis	/path/to/GCF_023921285.1_ASM2392128v1_genomic.fna
GCF_027595045.1_ASM2759504v1	511.7	511	Alcaligenes faecalis	/path/to/GCF_027595045.1_ASM2759504v1_genomic.fna
GCF_000829175.1_ASM82917v1	518.1	518	Bordetella bronchiseptica	/path/to/GCF_000829175.1_ASM82917v1_genomic.fna
GCF_001559055.1_ASM155905v2	518.2	518	Bordetella bronchiseptica	/path/to/GCF_001559055.1_ASM155905v2_genomic.fna
GCF_003186185.1_ASM318618v1	518.3	518	Bordetella bronchiseptica	/path/to/GCF_003186185.1_ASM318618v1_genomic.fna
GCF_003186205.1_ASM318620v1	518.4	518	Bordetella bronchiseptica	/path/to/GCF_003186205.1_ASM318620v1_genomic.fna
GCF_004006735.1_ASM400673v1	518.5	518	Bordetella bronchiseptica	/path/to/GCF_004006735.1_ASM400673v1_genomic.fna
GCF_004006815.1_ASM400681v1	518.6	518	Bordetella bronchiseptica	/path/to/GCF_004006815.1_ASM400681v1_genomic.fna
GCF_008693665.1_ASM869366v1	518.7	518	Bordetella bronchiseptica	/path/to/GCF_008693665.1_ASM869366v1_genomic.fna
GCF_003443855.2_ASM344385v2	518.8	518	Bordetella bronchiseptica	/path/to/GCF_003443855.2_ASM344385v2_genomic.fna
GCF_020735925.1_ASM2073592v1	519	519	Bordetella parapertussis	/path/to/GCF_020735925.1_ASM2073592v1_genomic.fna
GCF_001831455.1_ASM183145v1	520	520	Bordetella pertussis	/path/to/GCF_001831455.1_ASM183145v1_genomic.fna
GCF_004009615.1_ASM400961v1	521.1	521	Bordetella avium	/path/to/GCF_004009615.1_ASM400961v1_genomic.fna
GCF_004009755.1_ASM400975v1	521.2	521	Bordetella avium	/path/to/GCF_004009755.1_ASM400975v1_genomic.fna
GCF_012974605.1_ASM1297460v1	521.3	521	Bordetella avium	/path/to/GCF_012974605.1_ASM1297460v1_genomic.fna
GCF_000742955.1_ASM74295v1	529.1	529	Brucella anthropi	/path/to/GCF_000742955.1_ASM74295v1_genomic.fna
GCF_009017375.1_ASM901737v1	529.2	529	Brucella anthropi	/path/to/GCF_009017375.1_ASM901737v1_genomic.fna
GCF_015326295.1_ASM1532629v1	529.3	529	Brucella anthropi	/path/to/GCF_015326295.1_ASM1532629v1_genomic.fna
GCF_016128015.1_ASM1612801v1	529.4	529	Brucella anthropi	/path/to/GCF_016128015.1_ASM1612801v1_genomic.fna
GCF_021165815.1_ASM2116581v1	529.5	529	Brucella anthropi	/path/to/GCF_021165815.1_ASM2116581v1_genomic.fna
